0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.3323811090160578,0.16672064623512017,1.0179342768020658,1.307867186933544,1.4686422492460076,1.4628840193099804,1.4625291097558755,1.5447275574207988,1.5781069811408162,1.716501147108046,1.887159543111364,1.5264091584552792,1.823211116425087,2.0411179358325517,2.318952855067601,2.6034646113059354,2.844349856652492,3.027169828331586,3.7962833231640984,4.01696767899194,4.62493711161118,5.321765122729202,5.838491081647949
0.3323811090160578,0.0,0.16577585160149064,0.6906342408942585,0.9811316944874442,1.5027026547265445,1.4835423437339672,1.433236101222453,1.4279041666932868,1.4384740247235597,1.5250500704786594,1.6053922995510743,1.5952586187956137,1.8820225358424618,2.0960501043129307,2.3683808620649036,2.648891981024096,2.887635374560094,3.0696257323190435,3.837326089525728,4.057442072386698,4.664223718097826,5.360482084460795,5.876789526594572
0.16672064623512017,0.16577585160149064,0.0,0.8540880615725968,1.144432199279646,1.480851040924106,1.4682462412049908,1.4427082599556564,1.4820811815741348,1.504503749166735,1.618375202148744,1.7459682903303317,1.5567247192428655,1.8497757243710358,2.0664774637926167,2.3422987183517248,2.625415905034121,2.8656556499335353,3.048342232798289,3.8176443840439283,4.038238004216567,4.646052362242415,5.342977238722849,5.859718341819688
1.0179342768020658,0.6906342408942585,0.8540880615725968,0.0,0.2904977295826969,1.6541739615322095,1.6122565489280962,1.4713935669875096,1.2772320533636905,1.2320619233254595,1.175592926046198,1.0054187626182876,1.7998513600638337,2.0385709537399523,2.227709536916375,2.4710830285090486,2.728485169873759,2.9522118929676746,3.125436058836492,3.867568038205432,4.081558083974373,4.674613004940271,5.359873791283282,5.869525716102715
1.307867186933544,0.9811316944874442,1.144432199279646,0.2904977295826969,0.0,1.7947160806866131,1.7465909244894333,1.5796486978735091,1.3204841011150719,1.2529792505785133,1.126495705795284,0.7977563686931306,1.9532377253216664,2.167292592122466,2.3420402042137662,2.568670264585952,2.811965062961482,3.0259610528710903,3.1930969650701595,3.9163056306459256,4.125872594302864,4.708862821849509,5.385667500264128,5.890234564657182
1.4686422492460076,1.5027026547265445,1.480851040924106,1.6541739615322095,1.7947160806866131,0.0,0.06115249818243,0.28213391911915947,0.6800805628346154,0.7932833621838458,1.096209177579123,1.7216380672881133,0.17814891270418895,0.3892918700224444,0.5959423900108162,0.8657415196433206,1.1465278435450619,1.385960333320501,1.5683858675149558,2.337305795318582,2.5578023550521047,3.1654533605865796,3.8623125052404212,4.379015028743217
1.4628840193099804,1.4835423437339672,1.4682462412049908,1.6122565489280962,1.7465909244894333,0.06115249818243,0.0,0.22098174880832347,0.6189281957764449,0.7321358233049239,1.0350624263651063,1.661729694803357,0.23873129688053635,0.42646484698563997,0.6248869595684949,0.8887515357457754,1.166397306643312,1.4043620419852045,1.5861612316334843,2.3538559158924772,2.5740621759972373,3.1811470055204216,3.877688822484622,4.394201015676688
1.4625291097558755,1.433236101222453,1.4427082599556564,1.4713935669875096,1.5796486978735091,0.28213391911915947,0.22098174880832347,0.0,0.3979468488862239,0.5111685282454579,0.8140958979672966,1.4459219657960225,0.4589645295258687,0.595252716921272,0.7624956653723642,0.999719003397832,1.2612237701589002,1.4907382293704974,1.66833664238562,2.4263621216362203,2.6445636649787265,3.247610885832971,3.9414471451068342,4.456426402371495
1.5447275574207988,1.4279041666932868,1.4820811815741348,1.2772320533636905,1.3204841011150719,0.6800805628346154,0.6189281957764449,0.3979468488862239,0.0,0.1134533295186249,0.41624391863310395,1.0629678076584936,0.8565056829467512,0.9542392363984591,1.0818912248859924,1.273412155240521,1.499823274467435,1.707749960954533,1.8730729212819937,2.598733519245919,2.8103193824933532,3.3995480048573574,4.083134620559257,4.592359573157076
1.5781069811408162,1.4384740247235597,1.504503749166735,1.2320619233254595,1.2529792505785133,0.7932833621838458,0.7321358233049239,0.5111685282454579,0.1134533295186249,0.0,0.3029275112476253,0.953452342463767,0.9698812544542843,1.063931088985907,1.1852085961555825,1.3673797915354413,1.5851352497691737,1.7870443856604026,1.9486543218402947,2.6635868330954575,2.872893489120404,3.4572199722554946,4.136991273509225,4.644050068411222
1.716501147108046,1.5250500704786594,1.618375202148744,1.175592926046198,1.126495705795284,1.096209177579123,1.0350624263651063,0.8140958979672966,0.41624391863310395,0.3029275112476253,0.0,0.6750316533437499,1.2727487198307157,1.3561569344766424,1.4624822666832025,1.6221882141304922,1.8179217823393703,2.0036792776867625,2.1549054804411236,2.8381704859545778,3.040541371671444,3.6096522108081937,4.277231383060395,4.777296593594383
1.887159543111364,1.6053922995510743,1.7459682903303317,1.0054187626182876,0.7977563686931306,1.7216380672881133,1.661729694803357,1.4459219657960225,1.0629678076584936,0.953452342463767,0.6750316533437499,0.0,1.8996569773419136,2.0170732833677514,2.134445870332913,2.2969630354856,2.4871723736066347,2.664947822690861,2.8093903064798815,3.464035087779595,3.658607628346611,4.2085671616659335,4.858590931199808,5.347754298384569
