0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.5354599430359628,0.2645935521537555,0.5751772116197765,0.7581169685211291,0.43781489115998184,0.4857883203655485,0.4743024496460994,0.8059920024297071,0.8824151973323253,2.6002778800687203,2.7033758944630195,2.7602115098631828,2.799090587769672,2.592326726723065,1.869101183929416,1.9695138396252059,2.65121036828726,2.540858650913981
0.5354599430359628,0.0,0.2771223327994391,0.12157560335327522,0.2629621315505278,0.9445980271622374,0.982598899284388,0.9491618647102839,0.3282634014441324,0.34995821962061235,2.3610510344783293,2.478308313794756,2.551284822678028,2.5756456486047687,2.3345367360630926,1.6788324522669351,1.7636594907571548,2.5170079708410134,2.682307073974144
0.2645935521537555,0.2771223327994391,0.0,0.3112379677525261,0.49436303368342677,0.6684618319837711,0.707974034310302,0.6782114065021051,0.5776505023394195,0.6270499374158277,2.4353696644251133,2.5450104648909773,2.609106548399244,2.64182892611807,2.4195124801517824,1.7203250482358796,1.8149184309013775,2.5330177463158887,2.5575464196245026
0.5751772116197765,0.12157560335327522,0.3112379677525261,0.0,0.183128984241891,0.9533123318686683,0.9858231124456132,0.9448469565360393,0.4037112031544039,0.36367299919454954,2.240671953767807,2.3575128562878183,2.430104731672826,2.454849679265472,2.214964643217569,1.5572627817012774,1.6421454036095589,2.395798257111159,2.582332571254416
0.7581169685211291,0.2629621315505278,0.49436303368342677,0.183128984241891,0.0,1.1270190138793577,1.1567815995891002,1.1120484336955132,0.3927415536457762,0.26461379514518574,2.137752645877241,2.258686871191103,2.336450866349545,2.3558391388502717,2.105606804362374,1.4822105490696351,1.5593022100956506,2.32933102625486,2.612701304381109
0.43781489115998184,0.9445980271622374,0.6684618319837711,0.9533123318686683,1.1270190138793577,0.0,0.05618778461916942,0.10163000709996345,1.2378376223607623,1.294223418711387,2.6662275167912584,2.7543378751739467,2.795929509656653,2.846110185412804,2.6743651792852488,1.924798007686158,2.0323672459978077,2.6275942073583503,2.300074348043905
0.4857883203655485,0.982598899284388,0.707974034310302,0.9858231124456132,1.1567815995891002,0.05618778461916942,0.0,0.07052715133537071,1.280858948851685,1.3314168487083935,2.6476406571637376,2.7337828224407486,2.7734903779751194,2.8249323688334718,2.6577379439225095,1.9068685678161184,2.014947845400185,2.598620806544861,2.2505448005132322
0.4743024496460994,0.9491618647102839,0.6782114065021051,0.9448469565360393,1.1120484336955132,0.10163000709996345,0.07052715133537071,0.0,1.2548425778085586,1.2959178453417513,2.577190826207651,2.663511063435486,2.7034887941081793,2.7547404282264414,2.587213985228353,1.836374141671375,1.94443686399308,2.5303747472701725,2.2015883528969495
0.8059920024297071,0.3282634014441324,0.5776505023394195,0.4037112031544039,0.3927415536457762,1.2378376223607623,1.280858948851685,1.2548425778085586,0.0,0.19830508721633883,2.505644500282245,2.6295381460140295,2.7109676771629503,2.7262439685393294,2.467717706815063,1.869159626051718,1.9426950138755705,2.7176802490658383,2.9816802979238486
0.8824151973323253,0.34995821962061235,0.6270499374158277,0.36367299919454954,0.26461379514518574,1.294223418711387,1.3314168487083935,1.2959178453417513,0.19830508721633883,0.0,2.318631328590975,2.443827746449391,2.5272207701696106,2.540202787015993,2.278353105632237,1.6979871660461783,1.7671279529691775,2.5471030181200116,2.8761292356562373
