0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,0.40176023517293974,0.9514917091452252,1.0294154083592582,1.300083526567978,0.17214951434480236,0.6080976959016107,1.274581282666578,1.7571786296458083,2.3276377270926276,1.1914093069127067,1.1224072995308982,1.1528840005702528,1.1957930700952542,1.3124347127512284,1.2062565542300832,1.3430952123460564,1.4684301680457241,1.876355960599787,2.219218246295801,2.7827278054277818,4.01745938118583
0.40176023517293974,0.0,0.5514695725171906,0.6308788505184572,0.8984734955661288,0.5739095517748596,1.0098277477090845,1.6761538365214361,2.1582649935007767,2.7206304337434646,1.0034810287302958,0.8364044575364018,0.8094044182664831,0.8215433453616591,0.9110247475079603,1.0391187464979588,1.271931844111372,1.4407588209893853,1.9421474586964784,2.3234871232985346,2.9191307101502093,4.184287360855112
0.9514917091452252,0.5514695725171906,0.0,0.08280756900932988,0.3637637443692122,1.1232946652145617,1.559028769179458,2.225725458975732,2.708657022482192,3.270943194015623,1.0475516642174452,0.7422600534193121,0.5726646654711282,0.46770925282493914,0.37971393941598613,1.1080050797201368,1.4350664057903686,1.638152418531468,2.2113965421507094,2.619531970699697,3.2349497145456088,4.5163949488402855
1.0294154083592582,0.6308788505184572,0.08280756900932988,0.0,0.30511708800135245,1.2008675100296615,1.6361874126056963,2.302829416570782,2.7861991962220527,3.3512594898101775,1.1000514052147,0.7852713626458874,0.6001981177683026,0.47570257316539366,0.32292000179438307,1.1622843989165694,1.4955067991775042,1.7005572876977866,2.2783492631724327,2.6880785119982344,3.3044719766749027,4.586470195383152
1.300083526567978,0.8984734955661288,0.3637637443692122,0.30511708800135245,0.0,1.472187256518251,1.9078737319973478,2.5735902947006593,3.0544388158777402,3.6018489311922344,1.093935201562116,0.7587067362008993,0.5359390245660677,0.36636131331353566,0.020014954177683363,1.1617304360839205,1.5148416791691268,1.7259615830620463,2.321807656116154,2.737917153475085,3.3570281980275896,4.638357695980117
0.17214951434480236,0.5739095517748596,1.1232946652145617,1.2008675100296615,1.472187256518251,0.0,0.43597166249449004,1.1025417299893872,1.5854004359282114,2.1601572211664397,1.3016923190441556,1.2642096866666863,1.3101267537070531,1.360881243544945,1.484482300993095,1.3092105947023962,1.40771049368543,1.5128392674422109,1.8736848272208524,2.1953146568305097,2.73997219821454,3.9560286630125163
0.6080976959016107,1.0098277477090845,1.559028769179458,1.6361874126056963,1.9078737319973478,0.43597166249449004,0.0,0.6666992035926248,1.1501697954117396,1.7376544564785432,1.6246373970167676,1.645833991578154,1.7186245167813052,1.7831632586250536,1.9200007719544043,1.6179548576894123,1.6355955270939047,1.6925036380297571,1.9283642054908325,2.186361908289818,2.6700572181762228,3.822526737129141
1.274581282666578,1.6761538365214361,2.225725458975732,2.302829416570782,2.5735902947006593,1.1025417299893872,0.6666992035926248,0.0,0.4845650034288283,1.1033428862692518,2.185948423272716,2.261015222349047,2.3575236878628294,2.434716389790804,2.5854390116613537,2.1659865473501694,2.101580049410153,2.1022445753829686,2.166372534235478,2.3160900215649405,2.67862245256071,3.6885231558847726
1.7571786296458083,2.1582649935007767,2.708657022482192,2.7861991962220527,3.0544388158777402,1.5854004359282114,1.1501697954117396,0.4845650034288283,0.0,0.6579950205168649,2.6071009368980853,2.710238589791081,2.8197204543040644,2.904536916629456,3.065932841677958,2.5804578497810837,2.474189644402095,2.4445365743695433,2.4070807616017684,2.4813411622696346,2.745535544390966,3.6221341250609878
2.3276377270926276,2.7206304337434646,3.270943194015623,3.3512594898101775,3.6018489311922344,2.1601572211664397,1.7376544564785432,1.1033428862692518,0.6579950205168649,0.0,3.0133489742692587,3.169836297789387,3.3079582185965464,3.4125595699226374,3.6114681341085966,2.975350533334197,2.802530048581594,2.727122980230066,2.5442469445933926,2.509084064583519,2.623943286554389,3.293704623696886
