0,1,2,3,4,5,6,7,8,9,10
0.0,0.24003581084481013,0.09683613477466384,0.03584539279375518,1.0470671832029492,1.1901383915864276,1.146496390624122,1.0723481752560762,0.6770516524931892,0.36514495650911966,1.287323613761347
0.24003581084481013,0.0,0.1436883990362924,0.2045399962184443,0.8086312215441023,1.4134946487017375,1.3714026117811373,1.3000509061043717,0.9145405138999493,0.6040129308000873,1.5075659786819207
0.09683613477466384,0.1436883990362924,0.0,0.06106547749613259,0.9519370983158967,1.2820558347406512,1.2389532083557868,1.1657697912899498,0.7735298641661081,0.4618879709796556,1.3781532423461216
0.03584539279375518,0.2045399962184443,0.06106547749613259,0.0,1.0122021877079168,1.22461447637158,1.181146568146137,1.107305617713736,0.7128688878032273,0.4009902880005552,1.321445341567343
1.0470671832029492,0.8086312215441023,0.9519370983158967,1.0122021877079168,0.0,2.164656514409397,2.1273035239294527,2.0643043817480105,1.709037080052493,1.405159168361109,2.2488666297536324
1.1901383915864276,1.4134946487017375,1.2820558347406512,1.22461447637158,2.164656514409397,0.0,0.048674569431996335,0.13299887647356837,0.5565270883127205,0.8457340633572268,0.10601490746335876
1.146496390624122,1.3714026117811373,1.2389532083557868,1.181146568146137,2.1273035239294527,0.048674569431996335,0.0,0.08432601761933003,0.5084945114662874,0.7998183690003736,0.15468202449429294
1.0723481752560762,1.3000509061043717,1.1657697912899498,1.107305617713736,2.0643043817480105,0.13299887647356837,0.08432601761933003,0.0,0.4258111979360649,0.7214698380766374,0.2389909665359033
0.6770516524931892,0.9145405138999493,0.7735298641661081,0.7128688878032273,1.709037080052493,0.5565270883127205,0.5084945114662874,0.4258111979360649,0.0,0.31262539076905527,0.6617406054491523
0.36514495650911966,0.6040129308000873,0.4618879709796556,0.4009902880005552,1.405159168361109,0.8457340633572268,0.7998183690003736,0.7214698380766374,0.31262539076905527,0.0,0.9473203724817347
1.287323613761347,1.5075659786819207,1.3781532423461216,1.321445341567343,2.2488666297536324,0.10601490746335876,0.15468202449429294,0.2389909665359033,0.6617406054491523,0.9473203724817347,0.0
